Line,State,Line-id,line-plant,Donor,Pop,Donor_CIMMYT_ID,Donor_ID,Donor_Accession,Donor_Race,Donor_Lat,Donor_Lon,Donor_Ele,F1,BC1 (683),BC1_ALTERNATIVE,BC1S1 (650),BC1S2 (599),BC1S3 (452),BC1 S4 (414),BC1 S4 BULK1 (225),Bulk1 Weight (gr),BC1 S4 BULK2 ,Bulk2 Weight (gr),TC-T6,TC-Weight (gr)
LANDB098C,BC1S4,LANDB098,C,SA_33-Low,HiLo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,RS17-154xB73,,UL18A-743@,UNISEM_18B_1803@,PV21-1520,CLY21-416@,,,,,,
LANDB099A,BC1S4-bulked,LANDB099,A,SA_4-High,HiLo,CIMMYTMA-018676,21469,BOLI683,,-16.5,-68.15,3929,,RS17-241xB73,RS17-241xB73,RS17-6693.1@,UL18A-744@,UNISEM_18B_1804@,RS19-3231,PV21-143,189,,,,
LANDB099B,BC1S4,LANDB099,B,SA_4-High,HiLo,CIMMYTMA-018676,21469,BOLI683,,-16.5,-68.15,3929,,RS17-241xB73,RS17-241xB73,RS17-6693.2@,UL18A-745@,UNISEM_18B_1805@,PV21-1491,,,,,,
LANDB099C,BC1S4-bulked,LANDB099,C,SA_4-High,HiLo,CIMMYTMA-018676,21469,BOLI683,,-16.5,-68.15,3929,,RS17-241xB73,RS17-241xB73,RS17-6693.3@,UL18A-746@,UNISEM_18B_1806@,RS19-3233,PV21-144,240,,,,
LANDB100A,BC1S4,LANDB100,A,SA_4-Low,HiLo,CIMMYTMA-028912,29858,BOZM0704,CUBAAM,-17.41666667,-60.66666667,324,,RS17-240xB73,RS17-240xB73,RS17-6694.1@,UL18A-747@,UNISEM_18B_1807@,RS19-3234,,,,,,
LANDB100B,BC1S4,LANDB100,B,SA_4-Low,HiLo,CIMMYTMA-028912,29858,BOZM0704,CUBAAM,-17.41666667,-60.66666667,324,,RS17-240xB73,RS17-240xB73,RS17-6694.2@,UL18A-748@,UNISEM_18B_1808@,RS19-3235,,,,,,
LANDB100C,BC1S4-bulked,LANDB100,C,SA_4-Low,HiLo,CIMMYTMA-028912,29858,BOZM0704,CUBAAM,-17.41666667,-60.66666667,324,,RS17-240xB73,RS17-240xB73,RS17-6694.3@,UL18A-749@,UNISEM_18B_1809@,RS19-3236,PV21-145,387,,,,
LANDB101A,BC1S4,LANDB101,A,SA_6-High,HiLo,CIMMYTMA-012085,16727,ANC.526,,-9.385108,-77.240432,3524,,RS17-210xB73,,RS17-6695.1@,UNISEM_18B_1810@,UNISEM19A_RS-109(RS19-7109)@,PV21-1521,,,,,,
LANDB101B,BC1S4,LANDB101,B,SA_6-High,HiLo,CIMMYTMA-012085,16727,ANC.526,,-9.385108,-77.240432,3524,,RS17-210xB73,,RS17-6695.2@,UL18A-751@,UNISEM_18B_1811@,RS19-3237,,,,,,
LANDB101C,BC1S4-bulked,LANDB101,C,SA_6-High,HiLo,CIMMYTMA-012085,16727,ANC.526,,-9.385108,-77.240432,3524,,RS17-210xB73,,RS17-6695.3@,UL18A-752@,UNISEM_18B_1812@,RS19-3238,PV21-146,365,,,,
LANDB102A,BC1S4-bulked,LANDB102,A,SA_6-Low,HiLo,CIMMYTMA-014588,18330,UCAYAL9,,-9.028934,-75.513495,306,,RS17-211xB73,RS17-211xB73,RS17-6696.1@,UL18A-753@,UNISEM_18B_1813@,RS19-3239,PV21-147,473,,,,
LANDB102B,BC1S4-bulked,LANDB102,B,SA_6-Low,HiLo,CIMMYTMA-014588,18330,UCAYAL9,,-9.028934,-75.513495,306,,RS17-211xB73,RS17-211xB73,RS17-6696.2@,UL18A-754@,UNISEM_18B_1814@,RS19-3240,PV21-148,221,,,,
LANDB102C,BC1S4-bulked,LANDB102,C,SA_6-Low,HiLo,CIMMYTMA-014588,18330,UCAYAL9,,-9.028934,-75.513495,306,,RS17-211xB73,RS17-211xB73,RS17-6696.3@,UL18A-755@,UNISEM_18B_1815@,RS19-3241,PV21-149,476,CLY21-B7-192,182,,
LANDB103A,BC1S4,LANDB103,A,SA_7-High,HiLo,CIMMYTMA-012231,16793,APUC.169,CHUNCH,-13.650254,-72.89971,2154,,RS17-245xB73,,RS17-6697.1@,UL18A-756@,UNISEM_18B_1816@,PV21-1492,,,,,,
LANDB103B,BC1S4-bulked,LANDB103,B,SA_7-High,HiLo,CIMMYTMA-012231,16793,APUC.169,CHUNCH,-13.650254,-72.89971,2154,,RS17-245xB73,,RS17-6697.2@,UL18A-757@,UNISEM19B-12668,RS20-3393.1@,PV21-150,227,,,,
LANDB103C,BC1S3,LANDB103,C,SA_7-High,HiLo,CIMMYTMA-012231,16793,APUC.169,CHUNCH,-13.650254,-72.89971,2154,,RS17-245xB73,,UL18A-758@,UNISEM_18B_1818@,PV21-1523,,,,,,,
LANDB104A,BC1S4-bulked,LANDB104,A,SA_7-Low,HiLo,CIMMYTMA-017281,20639,BOLI1060,,-14.389555,-65.195133,149,,RS17-244xB73,RS17-244xB73,RS17-6698.1@,UL18A-759@,UNISEM_18B_1819@,RS19-3243,PV21-151,746,CLY21-B7-194,115,,
LANDB104B,BC1S4-bulked,LANDB104,B,SA_7-Low,HiLo,CIMMYTMA-017281,20639,BOLI1060,,-14.389555,-65.195133,149,,RS17-244xB73,RS17-244xB73,RS17-6698.2@,UL18A-760@,UNISEM_18B_1820@,RS19-3244,PV21-152,253,,,,
LANDB104C,BC1S4-bulked,LANDB104,C,SA_7-Low,HiLo,CIMMYTMA-017281,20639,BOLI1060,,-14.389555,-65.195133,149,,RS17-244xB73,RS17-244xB73,RS17-6698.3@,UNISEM19A_RS-112(RS19-7112)@,UNISEM19B-12669,RS20-3394.1@,PV21-153,207,,,,
LANDB105A,BC1S4-bulked,LANDB105,A,SA_8-High,HiLo,CIMMYTMA-012342,16816,LIB.114,SHAJAT,-7.804269,-78.041914,3217,,RS17-198xB73,RS17-198xB73,RS17-6699.1@,UL18A-762@,UNISEM_18B_1822@,RS19-3245,PV21-154,453,,,,
LANDB105B,BC1S4,LANDB105,B,SA_8-High,HiLo,CIMMYTMA-012342,16816,LIB.114,SHAJAT,-7.804269,-78.041914,3217,,RS17-198xB73,RS17-198xB73,RS17-6699.2@,UL18A-763@,UNISEM_18B_1823@,PV21-1493,,,,,,
LANDB105C,BC1S4-bulked,LANDB105,C,SA_8-High,HiLo,CIMMYTMA-012342,16816,LIB.114,SHAJAT,-7.804269,-78.041914,3217,,RS17-198xB73,RS17-198xB73,RS17-6699.3@,UL18A-764@,UNISEM_18B_1824@,RS19-3247/PV21-1494,PV21-155,215,,,,
LANDB106A,BC1S4-bulked,LANDB106,A,SA_8-Low,HiLo,CIMMYTMA-026062,27375,SNMART124,,-7.174336,-76.692725,269,,RS17-199xB73,RS17-199xB73,RS17-6700.1@,UL18A-765@,UNISEM_18B_1825@,RS19-3248/PV21-1495,PV21-156,610,CLY21-B7-199,158,,
LANDB106B,BC1S4-bulked,LANDB106,B,SA_8-Low,HiLo,CIMMYTMA-026062,27375,SNMART124,,-7.174336,-76.692725,269,,RS17-199xB73,RS17-199xB73,RS17-6700.2@,UL18A-766@,UNISEM_18B_1826@,RS19-3249/PV21-1496,PV21-157,576,,,,
LANDB106C,BC1S4-bulked,LANDB106,C,SA_8-Low,HiLo,CIMMYTMA-026062,27375,SNMART124,,-7.174336,-76.692725,269,,RS17-199xB73,RS17-199xB73,RS17-6700.3@,UL18A-767@,UNISEM_18B_1827@,RS19-3249,PV21-158,225,,,,
LANDB107A,BC1S3,LANDB107,A,SA_9-High,HiLo,CIMMYTMA-018242,21105,CUZ.351,PISCCO,-13.420293,-72.2085,3326,,RS17-175xB73,RS17-175xB73,RS17-6701.1@,UNISEM_18B_1828@,PV21-1524,,,,,,,
LANDB107B,BC1S4,LANDB107,B,SA_9-High,HiLo,CIMMYTMA-018242,21105,CUZ.351,PISCCO,-13.420293,-72.2085,3326,,RS17-175xB73,RS17-175xB73,RS17-6701.2@,UL18A-769@,UNISEM_18B_1829@,PV21-1498,,,,,,
LANDB107C,BC1S4-bulked,LANDB107,C,SA_9-High,HiLo,CIMMYTMA-018242,21105,CUZ.351,PISCCO,-13.420293,-72.2085,3326,,RS17-175xB73,RS17-175xB73,UNISEM_18B_1830@,UNISEM19A_RS-114(RS19-7114)@,UNISEM19B-12670,RS20-3395.1@,PV21-159,256,,,,
LANDB108A,BC1S4,LANDB108,A,SA_9-Low,HiLo,CIMMYTMA-016832,20302,LIM.76,,-12.73333333,-76.46666667,260,,RS17-174xB73,RS17-174xB73,RS17-6702.1@,UNISEM_18B_1831@,PV21-1499,CLY21-399@,,,,,,
LANDB108B,BC1S4,LANDB108,B,SA_9-Low,HiLo,CIMMYTMA-016832,20302,LIM.76,,-12.73333333,-76.46666667,260,,RS17-174xB73,RS17-174xB73,RS17-6702.2@,UL18A-772@,UNISEM_18B_1832@,PV21-1500,,,,,,
LANDB108C,BC1S4-bulked,LANDB108,C,SA_9-Low,HiLo,CIMMYTMA-016832,20302,LIM.76,,-12.73333333,-76.46666667,260,,RS17-174xB73,RS17-174xB73,RS17-6702.1@,UL18A-773@,UNISEM_18B_1833@,PV21-1501,CLY21B7-301,136,,,,
LANDB109A,BC1S2,LANDB109,A,F01-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.21665,-99.0285,2520,,RS15-629.1xB73,,UL18A-774.1@,RS20-3396.1@,,,,,,,,
LANDB109B,BC1S3,LANDB109,B,F01-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.21665,-99.0285,2520,,RS15-629.1xB73,,UL18A-774.2@,UNISEM_18B_1835@,PV21-1525,,,,,,,
LANDB109C,BC1S3,LANDB109,C,F01-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.21665,-99.0285,2520,,RS15-629.1xB73,,UL18A-774.3@,UNISEM_18B_1836@,PV21-1526,,,,,,,
LANDB110A,BC1S4-bulked,LANDB110,A,F06-M1,Mendez,MENDEZ,,MENDEZ,Con,19.30304,-99.034,2262,,RS15-630.3xB73,,UL18A-775.1@,UNISEM_18B_1837@,UNISEM19B-12673,RS20-3397.1@,PV21-160,244,,,,
LANDB110B,BC1S3,LANDB110,B,F06-M1,Mendez,MENDEZ,,MENDEZ,Con,19.30304,-99.034,2262,,RS15-630.3xB73,,UL18A-775.2@,UNISEM_18B_1838@,PV21-1527,,,,,,,
LANDB110C,BC1S4,LANDB110,C,F06-M1,Mendez,MENDEZ,,MENDEZ,Con,19.30304,-99.034,2262,,RS15-630.3xB73,,UL18A-775.3@,UNISEM_18B_1839@,PV21-1528,CLY21-422@,,,,,,
LANDB111A,BC1S3,LANDB111,A,F08-M2,Mendez,MENDEZ,,MENDEZ,VA8H,19.30251,-99.0343,2261,,RS15-631.1xB73,,UL18A-776.1@,UNISEM_18B_1840@,PV21-1529,,,,,,,
LANDB111B,BC1S4-bulked,LANDB111,B,F08-M2,Mendez,MENDEZ,,MENDEZ,VA8H,19.30251,-99.0343,2261,,RS15-631.1xB73,,UL18A-776.2@,UNISEM_18B_1841@,UNISEM19B-12674,RS20-3398.1@,PV21-161,31,,,,
LANDB111C,BC1S4-bulked,LANDB111,C,F08-M2,Mendez,MENDEZ,,MENDEZ,VA8H,19.30251,-99.0343,2261,,RS15-631.1xB73,,UNISEM_18B_1842@,UNISEM19A_RS-124(RS19-7124)@,UNISEM19B-12675,RS20-3399.1@,PV21-162,138,,,,
LANDB112A,BC1S4,LANDB112,A,F22-M1,Mendez,MENDEZ,,MENDEZ,Con,19.20002,-99.1297,2565,,RS15-632.1xB73,,UL18A-777.1@,UNISEM_18B_1843@,PV21-1530,CLY21-424@,,,,,,
LANDB112B,BC1S4-bulked,LANDB112,B,F22-M1,Mendez,MENDEZ,,MENDEZ,Con,19.20002,-99.1297,2565,,RS15-632.1xB73,,UL18A-777.2@,UNISEM_18B_1844@,UNISEM19B-12676,RS20-3400.1@,PV21-163,312,,,,
LANDB112C,BC1S4,LANDB112,C,F22-M1,Mendez,MENDEZ,,MENDEZ,Con,19.20002,-99.1297,2565,,RS15-632.1xB73,,UL18A-777.3@,UNISEM_18B_1845@,PV21-1502,CLY21-400@,,,,,,
LANDB113A,BC1S4,LANDB113,A,F27-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.21233,-99.1926,2842,,RS15-633.1xB73,,UL18A-778.1@,UNISEM_18B_1846@,PV21-1503,CLY21-401@,,,,,,
LANDB113B,BC1S4-bulked,LANDB113,B,F27-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.21233,-99.1926,2842,,RS15-633.1xB73,,UL18A-778.2@,UNISEM_18B_1847@,UNISEM19B-12679,RS20-3401.1@,PV21-164,236,CLY21-B7-209,185,,
LANDB113C,BC1S4-bulked,LANDB113,C,F27-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.21233,-99.1926,2842,,RS15-633.1xB73,,UNISEM_18B_1848@,UNISEM19A_RS-130(RS19-7130),UNISEM19B-12680,RS20-3402.1@,PV21-165,164,,,,
LANDB114A,BC1S4,LANDB114,A,F30-M5,Mendez,MENDEZ,,MENDEZ,Cah-ElChal,19.21095,-99.145,2798,,RS15-634.1xB73,,UL18A-779.1@,UNISEM_18B_1849@,PV21-1504,CLY21-402@,,,,,,
LANDB114B,BC1S4,LANDB114,B,F30-M5,Mendez,MENDEZ,,MENDEZ,Cah-ElChal,19.21095,-99.145,2798,,RS15-634.1xB73,,UL18A-779.2@,UNISEM_18B_1850@,PV21-1531,CLY21-425@,, ,,,,
LANDB114C,Lost,,,F30-M5,Mendez,MENDEZ,,MENDEZ,Cah-ElChal,19.21095,-99.145,2798,,RS15-634.1xB73,,UNISEM_18B_1851@,UNISEM19B-12605,RS20-3453.1@,,,,,,,
LANDB115A,BC1S4,LANDB115,A,F32-M2,Mendez,MENDEZ,,MENDEZ,Cah,19.18949,-99.1679,2849,,RS15-635.1xB73,,UL18A-780.1@,UNISEM_18B_1852@,PV21-1505,CLY21-403@,,,,,,
LANDB115B,Lost,,,F32-M2,Mendez,MENDEZ,,MENDEZ,Cah,19.18949,-99.1679,2849,,RS15-635.1xB73,,UL18A-780.2@,UNISEM19B-12606,RS20-3454.1@,,,,,,,
LANDB115C,Lost,,,F32-M2,Mendez,MENDEZ,,MENDEZ,Cah,19.18949,-99.1679,2849,,RS15-635.1xB73,,UNISEM_18B_1854@,UNISEM19B-12607,RS20-3455.1@,,,,,,,
LANDB116A,BC1S4,LANDB116,A,F32A-M1,Mendez,MENDEZ,,MENDEZ,Cah,19.20505,-99.1579,2815,,RS15-637.2xB73,,UL18A-781.1@,UNISEM_18B_1855@,PV21-1506,CLY21-404@,,,,,,
LANDB116B,BC1S4-bulked,LANDB116,B,F32A-M1,Mendez,MENDEZ,,MENDEZ,Cah,19.20505,-99.1579,2815,,RS15-637.2xB73,,UL18A-781.2@,UNISEM_18B_1856@,UNISEM19A_RS-138(RS19-7138)@,PV21-1532,CLY21B7-305,91,,,,
LANDB116C,BC1S4-bulked,LANDB116,C,F32A-M1,Mendez,MENDEZ,,MENDEZ,Cah,19.20505,-99.1579,2815,,RS15-637.2xB73,,UNISEM_18B_1857@,UNISEM19A_RS-139(RS19-7139)@,UNISEM19B-12684,RS20-3403.1@,PV21-166,295,CLY21-B7-211,104,,
LANDB117A,BC1S4-bulked,LANDB117,A,F64-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.23685,-98.9835,2242,,RS15-662.1xB73,,UL18A-782.1@,UNISEM_18B_1858@,UNISEM19B-12685,RS20-3404.1@,PV21-167,308,,,,
LANDB117B,BC1S3,LANDB117,B,F64-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.23685,-98.9835,2242,,RS15-662.1xB73,,UL18A-782.2@,UNISEM_18B_1859@,PV21-1534,,,,,,,
LANDB117C,BC1S4-bulked,LANDB117,C,F64-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.23685,-98.9835,2242,,RS15-662.1xB73,,UNISEM_18B_1860@,UNISEM19A_RS-142(RS19-7142),UNISEM19B-12686,RS20-3405.1@,PV21-168,385,,,,
LANDB118A,BC1S4,LANDB118,A,F36-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.17603,-99.0748,2852,,RS15-639.4xB73,,UL18A-783@,UNISEM_18B_1861@,PV21-1507,CLY21-405@,,,,,,
LANDB118B,BC1S4-bulked,LANDB118,B,F36-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.17603,-99.0748,2852,,RS15-639.4xB73,,UNISEM_18B_1862@,UNISEM19A_RS-144(RS19-7144),UNISEM19B-12688,RS20-3406.1@,PV21-169,284,,,,
LANDB118C,BC1S4,LANDB118,C,F36-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.17603,-99.0748,2852,,RS15-639.4xB73,,UNISEM_18B_1863@,UNISEM19A_RS-145(RS19-7145)@,UNISEM19B-12689,RS20-3407.1@,,,,,,
LANDB119A,BC1S4-bulked,LANDB119,A,F38-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.19288,-99.0831,2725,,RS15-640.1xB73,,UL18A-784.1@,UNISEM_18B_1864@,UNISEM19B-12690,RS20-3408.1@,PV21-170,225,,,,
LANDB119B,BC1S4,LANDB119,B,F38-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.19288,-99.0831,2725,,RS15-640.1xB73,,UL18A-784.2@,UNISEM_18B_1865@,PV21-1535,CLY21-427@,,,,,,
LANDB119C,BC1S4,LANDB119,C,F38-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.19288,-99.0831,2725,,RS15-640.1xB73,,UL18A-784.3@,UNISEM_18B_1866@,PV21-1536,CLY21-428@,,,,,,
LANDB120A,BC1S4-bulked,LANDB120,A,F37-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.1893,-99.0673,2651,,RS15-641.6xB73,,UL18A-785.1@,UNISEM_18B_1867@,UNISEM19B-12691,RS20-3409.1@,PV21-171,154,,,,
LANDB120B,BC1S3,LANDB120,B,F37-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.1893,-99.0673,2651,,RS15-641.6xB73,,UL18A-785.2@,UNISEM_18B_1868@,PV21-1508,,,,,,,
LANDB120C,BC1S4-bulked,LANDB120,C,F37-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.1893,-99.0673,2651,,RS15-641.6xB73,,UNISEM_18B_1869@,UNISEM19A_RS-151(RS19-7151),UNISEM19B-12693,RS20-3410.1@,PV21-172,113,,,,
LANDB121A,BC1S4,LANDB121,A,F38-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.19273,-99.0828,2726,,RS15-642.2xB73,,UL18A-786@,UNISEM_18B_1870@,PV21-1509,CLY21-407@,,,,,,
LANDB121B,BC1S4-bulked,LANDB121,B,F38-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.19273,-99.0828,2726,,RS15-642.2xB73,,UNISEM_18B_1871@,UNISEM19A_RS-153(RS19-7153),UNISEM19B-12695,RS20-3411.1@,PV21-173,31,,,,
LANDB121C,BC1S4-bulked,LANDB121,C,F38-M3,Mendez,MENDEZ,,MENDEZ,Chal,19.19273,-99.0828,2726,,RS15-642.2xB73,,UNISEM_18B_1872@,UNISEM19A_RS-154(RS19-7154)@,UNISEM19B-12696,RS20-3412.1@,PV21-174,318,,,,
LANDB122A,BC1S4,LANDB122,A,F40A-M4,Mendez,MENDEZ,,MENDEZ,Chal-Mej,19.16681,-99.0252,2793,,RS15-644.1xB73,,UL18A-787.1@,UNISEM_18B_1873@,UNISEM19A_RS-155(RS19-7155)@,PV21-1538,,,,,,
LANDB122B,BC1S3,LANDB122,B,F40A-M4,Mendez,MENDEZ,,MENDEZ,Chal-Mej,19.16681,-99.0252,2793,,RS15-644.1xB73,,UL18A-787.2@,UNISEM_18B_1874@,PV21-1539,,,,,,,
LANDB122C,BC1S4,LANDB122,C,F40A-M4,Mendez,MENDEZ,,MENDEZ,Chal-Mej,19.16681,-99.0252,2793,,RS15-644.1xB73,,UNISEM_18B_1875@,UNISEM19A_RS-157(RS19-7157)@,PV21-1540,CLY21-431@,,,,,,
LANDB123A,BC1S4,LANDB123,A,F42-M1,Mendez,MENDEZ,,MENDEZ,Con,19.18572,-99.0966,2856,,RS15-645.2xB73,,UL18A-788.1@,UNISEM_18B_1876@,PV21-1510,CLY21-408@,,,,,,
LANDB123B,BC1S4,LANDB123,B,F42-M1,Mendez,MENDEZ,,MENDEZ,Con,19.18572,-99.0966,2856,,RS15-645.2xB73,,UL18A-788.2@,UNISEM_18B_1877@,PV21-1511,CLY21-409@,,,,,,
LANDB123C,BC1S2,LANDB123,C,F42-M1,Mendez,MENDEZ,,MENDEZ,Con,19.18572,-99.0966,2856,,RS15-645.2xB73,,UL18A-788.3@,UNISEM_18B_1878@,UNISEM19A_RS-160(RS19-7160)@,,,,,,,
LANDB124A,BC1S4,LANDB124,A,F43-M1,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18851,-99.095,2789,,RS15-646.1xB73,,UL18A-789.1@,UNISEM_18B_1879@,UNISEM19A_RS-161(RS19-7161)@,PV21-1543,,,,,,
LANDB124B,BC1S4,LANDB124,B,F43-M1,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18851,-99.095,2789,,RS15-646.1xB73,,UL18A-789.2@,UNISEM_18B_1880@,PV21-1544,CLY21-432@,,,,,,
LANDB124C,BC1S4-bulked,LANDB124,C,F43-M1,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18851,-99.095,2789,,RS15-646.1xB73,,UNISEM_18B_1881@,UNISEM19A_RS-163(RS19-7163),UNISEM19B-12699,RS20-3413.1@,PV21-175,70,,,,
LANDB125A,BC1S4-bulked,LANDB125,A,F43-M2,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18829,-99.0951,2789,,RS15-647.2xB73,,UL18A-790@,UNISEM_18B_1882@,UNISEM19B-12700,RS20-3414.1@,PV21-176,183,,,,
LANDB125B,Lost,,,F43-M2,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18829,-99.0951,2789,,RS15-647.2xB73,,UNISEM_18B_1883@,UNISEM19B-12608,RS20-3456.1@,,,,,,,
LANDB125C,BC1S4-bulked,LANDB125,C,F43-M2,Mendez,MENDEZ,,MENDEZ,Chal-Pal,19.18829,-99.0951,2789,,RS15-647.2xB73,,UNISEM_18B_1884@,UNISEM19A_RS-166(RS19-7166),UNISEM19B-12701,RS20-3415.1@,PV21-177,172,,,,
LANDB126A,BC1S3,LANDB126,A,F45-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.18812,-99.1068,2797,,RS15-648.5xB73,,UL18A-791.1@,UNISEM_18B_1885@,PV21-1512,,,,,,,
LANDB126B,BC1S4,LANDB126,B,F45-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.18812,-99.1068,2797,,RS15-648.5xB73,,UL18A-791.2@,UNISEM_18B_1886@,PV21-1513,CLY21-411@,,,,,,
LANDB126C,BC1S4,LANDB126,C,F45-M1,Mendez,MENDEZ,,MENDEZ,ElChal-ElCon,19.18812,-99.1068,2797,,RS15-648.5xB73,,UL18A-791.3@,UNISEM_18B_1887@,UNISEM19B-12704,PV21-1639,,,,,,
LANDB127A,BC1S4,LANDB127,A,F47-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.16505,-98.9884,2669,,RS15-649.6xB73,,UL18A-792.1@,UNISEM_18B_1888@,UNISEM19A_RS-170(RS19-7170)@,PV21-1546,,,,,,
LANDB127B,BC1S4,LANDB127,B,F47-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.16505,-98.9884,2669,,RS15-649.6xB73,,UL18A-792.2@,UNISEM_18B_1889@,UNISEM19A_RS-171(RS19-7171)@,PV21-1547,,,,,,
LANDB127C,BC1S4-bulked,LANDB127,C,F47-M1,Mendez,MENDEZ,,MENDEZ,ElCon,19.16505,-98.9884,2669,,RS15-649.6xB73,,UL18A-792.3@,UNISEM_18B_1890@,UNISEM19A_RS-172(RS19-7172)@,PV21-1548,CLY21B7-315,143,,,,
LANDB128A,BC1S4,LANDB128,A,F47-M2,Mendez,MENDEZ,,MENDEZ,ElCon,19.16452,-98.9881,2670,,RS15-650.6xB73,,UL18A-793@,UNISEM_18B_1891@,PV21-1549,CLY21-434@,,,,,,
LANDB128B,Lost,,,F47-M2,Mendez,MENDEZ,,MENDEZ,ElCon,19.16452,-98.9881,2670,,RS15-650.6xB73,,UNISEM_18B_1892@,,,,,,,,,
LANDB128C,Lost,,,F47-M2,Mendez,MENDEZ,,MENDEZ,ElCon,19.16452,-98.9881,2670,,RS15-650.6xB73,,UNISEM_18B_1893@,UNISEM19B-12609,RS20-3457.1@,,,,,,,
LANDB129A,BC1S4,LANDB129,A,F55-M3,Mendez,MENDEZ,,MENDEZ,Con,19.21709,-99.0932,2567,,RS15-651.3xB73,,UL18A-794.1@,UNISEM_18B_1894@,PV21-1550,CLY21-435@,,,,,,
LANDB129B,BC1S4-bulked,LANDB129,B,F55-M3,Mendez,MENDEZ,,MENDEZ,Con,19.21709,-99.0932,2567,,RS15-651.3xB73,,UL18A-794.2@,UNISEM_18B_1895@,UNISEM19B-12706,RS20-3417.1@,PV21-178,30,,,,
LANDB129C,Lost,,,F55-M3,Mendez,MENDEZ,,MENDEZ,Con,19.21709,-99.0932,2567,,RS15-651.3xB73,,UNISEM_18B_1896@,UNISEM19B-12610,RS20-3458.1@,,,,,,,
LANDB130A,BC1S4-bulked,LANDB130,A,F55-M4a,Mendez,MENDEZ,,MENDEZ,Con,19.21543,-99.0934,2565,,RS15-652.2xB73,,UL18A-795.1@,UNISEM_18B_1897@,UNISEM19B-12707,RS20-3418.1@,PV21-179,642,,,,
LANDB130B,BC1S4,LANDB130,B,F55-M4a,Mendez,MENDEZ,,MENDEZ,Con,19.21543,-99.0934,2565,,RS15-652.2xB73,,UL18A-795.2@,UNISEM_18B_1898@,UNISEM19A_RS-180(RS19-7180)@,PV21-1551,,,,,,
LANDB130C,BC1S4-bulked,LANDB130,C,F55-M4a,Mendez,MENDEZ,,MENDEZ,Con,19.21543,-99.0934,2565,,RS15-652.2xB73,,UNISEM_18B_1899@,UNISEM19A_RS-181(RS19-7181),UNISEM19B-12708,RS20-3419.1@,PV21-180,210,,,,
LANDB131A,BC1S4,LANDB131,A,F57-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Cah,19.17255,-98.9568,2753,,RS15-653.4xB73,,UL18A-796.1@,UNISEM_18B_1900@,PV21-1552,CLY21-436@,,,,,,
LANDB131B,BC1S4-bulked,LANDB131,B,F57-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Cah,19.17255,-98.9568,2753,,RS15-653.4xB73,,UL18A-796.2@,UNISEM_18B_1901@,UNISEM19A_RS-183(RS19-7183)@,PV21-1553,CLY21B7-317,260,,,,
LANDB131C,BC1S4,LANDB131,C,F57-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Cah,19.17255,-98.9568,2753,,RS15-653.4xB73,,UNISEM_18B_1902@,UNISEM19A_RS-184(RS19-7184)@,UNISEM19B-12709,PV21-1640,,,,,,
LANDB132A,BC1S4-bulked,LANDB132,A,F64-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.23678,-98.9835,2242,,RS15-654.1xB73,,UL18A-797.1@,UNISEM_18B_1903@,UNISEM19A_RS-185(RS19-7185)@,RS20-3421.1@,PV21-181,173,,,,
LANDB132B,BC1S4,LANDB132,B,F64-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.23678,-98.9835,2242,,RS15-654.1xB73,,UL18A-797.2@,UNISEM_18B_1904@,PV21-1514,CLY21-412@,,,,,,
